Lp.;NieruchomoúÊ;Numer;Zmiana od;Liczba mieszkaÒcÛw;Stawka
5073;63-300 Pleszew, Suchorzew, S≥oneczna 22;103/2026;2026.01.01;3;114
5074;63-300 PLESZEW, Suchorzew, S≥oneczna 24;;2019.02.01;1;39
5075;63-300 Pleszew, Suchorzew, Wπska 2;;2019.02.01;5;195
5076;63-300 PLESZEW, Suchorzew, W•SKA 6;450/2022;2022.03.01;3;114
5077;63-300 PLESZEW, Suchorzew, WspÛlna 5;434/2023;2023.03.01;4;156
5078;63-300 PLESZEW, Suchorzew, WSP”LNA 7;1512/2023;2023.11.01;3;117
5079;63-300 PLESZEW, Suchorzew, ZACHODNIA 3;183/2023;2023.01.01;3;114
5080;63-300 PLESZEW, SulÍcin 1;1620/2022;2022.06.01;7;273
5081;63-300 Pleszew, SulÍcin 2;2657/2020;2020.08.01;7;266
5082;63-300 Pleszew, SulÍcin 2A;2779/2020;2020.09.01;1;38
5083;63-300 Pleszew, SulÍcin 2B;1885/2021;2021.12.01;4;152
5084;63-300 Pleszew, SulÍcin 2C;;2019.02.01;3;117
5085;63-300 PLESZEW, SulÍcin 2D;522/2022;2022.03.01;3;114
5086;63-300 PLESZEW, SulÍcin 4;827/2023;2023.02.01;10;380
5087;63-300 Pleszew, TaczanÛw Drugi 1,2,3;52/2026;2026.01.01;87;3393
5088;63-300 PLESZEW, TaczanÛw Drugi 1A;663/2025;2025.01.01;5;190
5089;63-300 PLESZEW, TaczanÛw Drugi 2A,3A,4A,5A,5,6;51/2026;2026.01.01;276;10764
5090;63-300 PLESZEW, TaczanÛw Drugi 8A;713/2023;2023.05.01;4;152
5091;63-300 PLESZEW, TaczanÛw Drugi 9;62/2021;2021.01.01;8;304
5092;63-300 PLESZEW, TaczanÛw Drugi 9B;173/2025;2025.01.01;3;114
5093;63-300 PLESZEW, TaczanÛw Drugi 10 i 14;1813/2025;2025.10.01;21;819
5094;63-300 PLESZEW, TaczanÛw Drugi 12;;2019.02.01;3;117
5095;63-300 Pleszew, TaczanÛw Drugi 15;;2019.02.01;2;78
5096;63-300 PLESZEW, TaczanÛw Drugi 16;461/2024;2024.04.01;3;114
5097;63-300 PLESZEW, TaczanÛw Drugi 16A;;2020.03.01;4;156
5098;63-300 PLESZEW, TaczanÛw Drugi 17;710/2024;2024.06.01;3;117
5099;63-300 PLESZEW, TaczanÛw Drugi 18;1689/2025;2025.09.01;2;76
5100;63-300 PLESZEW, TaczanÛw Drugi 19;1892/2025;2025.10.01;7;273
5101;63-300 Pleszew, TaczanÛw Drugi 19A;1816/2021;2021.07.01;2;78
5102;63-300 PLESZEW, TaczanÛw Drugi 20;2558/2020;2020.08.01;2;76
5103;63-300 PLESZEW, TaczanÛw Drugi 20A;;2020.01.01;7;273
5104;63-300 PLESZEW, TaczanÛw Drugi 20D;631/2021;2021.04.01;4;152
5105;63-300 Pleszew, TaczanÛw Drugi 21;1320/2025;2025.05.01;3;117
5106;63-300 PLESZEW, TaczanÛw Drugi 22;1083/2025;2025.04.01;7;273
5107;63-300 PLESZEW, TaczanÛw Drugi 23;1353/2025;2025.06.01;2;78
5108;63-300 Pleszew, TaczanÛw Drugi 23A;3680/2020;2020.11.01;2;78
5109;63-300 Pleszew, TaczanÛw Drugi 23B;;2019.02.01;3;117
5110;63-300 PLESZEW, TaczanÛw Drugi 23D;892/2022;2022.06.01;3;117
5111;63-300 PLESZEW, TaczanÛw Drugi 24;685/2024;2024.05.01;1;38
5112;63-300 PLESZEW, TaczanÛw Drugi 25;;2019.02.01;3;117
5113;63-300 Pleszew, TaczanÛw Drugi 25A;;2019.02.01;4;156
5114;63-300 PLESZEW, TaczanÛw Drugi 26;986/2021;2021.06.01;2;78
5115;63-300 PLESZEW, TaczanÛw Drugi 26A;2999/2020;2020.10.01;3;117
5116;63-300 Pleszew, TaczanÛw Drugi 26B;988/2021;2021.06.01;4;156
5117;63-300 Pleszew, TaczanÛw Drugi 27A;;2019.02.01;5;195
5118;63-300 Pleszew, TaczanÛw Drugi 27B;2531/2020;2020.08.01;2;76
5119;63-300 pleszew, TaczanÛw Drugi 27C/1;;2019.02.01;1;39
5120;63-300 PLESZEW, TaczanÛw Drugi 27C/2;;2019.02.01;4;156
5121;63-300 PLESZEW, TaczanÛw Drugi 27D;648/2025;2025.01.01;1;39
5122;63-300 PLESZEW, TaczanÛw Drugi 27F;;2019.02.01;3;117
5123;63-300 PLESZEW, TaczanÛw Drugi 27G;211/2022;2022.01.01;2;78
5124;63-300 Pleszew, TaczanÛw Drugi 27H;;2019.02.01;4;156
5125;63-300 Pleszew, TaczanÛw Drugi 27i;15/2022;2022.01.01;2;78
5126;63-300 Pleszew, TaczanÛw Drugi 27K i 27;1304/2023;2023.10.01;3;117
5127;63-300 Pleszew, TaczanÛw Drugi 28;3651/2020;2020.12.01;5;190
5128;63-300 Pleszew, TaczanÛw Drugi 29;692/2025;2025.01.01;1;38
5129;63-300 Pleszew, TaczanÛw Drugi 30;670/2023;2023.05.01;5;190
5130;63-300 PLESZEW, TaczanÛw Drugi 31;;2019.10.01;4;156
5131;63-300 PLESZEW, TaczanÛw Drugi 32;510/2023;2023.04.01;2;78
5132;63-300 PLESZEW, TaczanÛw Drugi 32A;10/2022;2022.01.01;5;195
5133;63-300 Pleszew, TaczanÛw Drugi 32B;1260/2023;2023.09.01;4;156
5134;63-300 PLESZEW, TaczanÛw Drugi 33;2095/2020;2020.08.01;6;228
5135;63-300 PLESZEW, TaczanÛw Drugi 33C;;2019.02.01;4;156
5136;63-300 PLESZEW, TaczanÛw Drugi 34;1918/2025;2025.10.01;2;78
5137;63-300 PLESZEW, TaczanÛw Drugi 34A;289/2025;2025.01.01;4;152
5138;63-300 PLESZEW, TaczanÛw Drugi 35;;2019.02.01;3;117
5139;63-300 Pleszew, TaczanÛw Drugi 35A;578/2022;2022.04.01;3;117
5140;63-300 PLESZEW, TaczanÛw Drugi 36;902/2025;2025.03.01;4;156
5141;63-300 Pleszew, TaczanÛw Drugi 37;2225/2020;2020.08.01;5;190
5142;63-300 PLESZEW, TaczanÛw Drugi 38;1165/2021;2021.04.01;1;39
5143;63-300 Pleszew, TaczanÛw Drugi 39;2078/2025;2025.11.01;4;152
5144;63-300 Pleszew, TaczanÛw Drugi 40;1463/2024;2024.12.01;4;156
5145;63-300 PLESZEW, TaczanÛw Drugi 41;;2019.02.01;4;156
5146;63-300 PLESZEW, TaczanÛw Drugi 42;1456/2023;2023.10.01;4;152
5147;63-300 PLESZEW, TaczanÛw Drugi 44;908/2023;2023.06.01;4;152
5148;63-300 Pleszew, TaczanÛw Drugi 45/1;245/2023;2023.02.01;2;78
5149;63-300 Pleszew, TaczanÛw Drugi 46;442/2025;2025.01.01;4;156
5150;63-300 PLESZEW, TaczanÛw Drugi 46A;819/2021;2021.05.01;3;114
5151;63-300 Pleszew, TaczanÛw Drugi 47;192/2023;2023.01.01;5;195
5152;63-300 PLESZEW, TaczanÛw Drugi 48;46/2022;2021.12.01;1;39
5153;63-300 PLESZEW, TaczanÛw Drugi 49;;2019.02.01;1;39
5154;63-300 Pleszew, TaczanÛw Drugi 49/1;;2019.02.01;2;78
5155;63-300 PLESZEW, TaczanÛw Drugi 50;;2019.02.01;5;195
5156;63-300 Pleszew, TaczanÛw Drugi 51;;2019.02.01;2;78
5157;63-300 PLESZEW, TaczanÛw Drugi 51A;98/2024;2024.01.01;3;114
5158;63-300 Pleszew, TaczanÛw Drugi 52;1730/2022;2022.11.01;6;228
5159;63-300 PLESZEW, TaczanÛw Drugi 53;256/2025;2025.01.01;3;117
5160;63-300 PLESZEW, TaczanÛw Drugi 54;1910/2022;2023.01.01;6;234
5161;63-300 Pleszew, TaczanÛw Drugi 55;29/2022;2022.01.01;5;195
5162;63-300 PLESZEW, TaczanÛw Drugi 55A;46/2021;2021.01.01;6;234
5163;63-300 PLESZEW, TaczanÛw Drugi 56;;2019.02.01;2;78
5164;63-300 PLESZEW, TaczanÛw Drugi 56A;3019/2020;2020.09.01;1;38
5165;63-300 PLESZEW, TaczanÛw Drugi 57;;2019.02.01;3;117
5166;63-300 PLESZEW, TaczanÛw Drugi 58;789/2025;2025.01.01;1;39
5167;63-300 PLESZEW, TaczanÛw Drugi 59;1563/2021;2021.10.01;2;76
5168;63-300 Pleszew, TaczanÛw Drugi 60;1461/2024;2024.11.01;6;234
5169;63-300 PLESZEW, TaczanÛw Drugi 61;1309/2022;2022.09.01;5;195
5170;63-300 PLESZEW, TaczanÛw Drugi 62;1046/2025;2025.04.01;3;114
5171;63-300 PLESZEW, TaczanÛw Drugi 63;12/2024;2024.01.01;4;156
5172;63-300 PLESZEW, TaczanÛw Drugi 64;684/2021;2021.03.01;3;114
5173;63-300 PLESZEW, TaczanÛw Drugi 65;;2019.02.01;2;78
5174;63-300 PLESZEW, TaczanÛw Drugi 66/1;1845/2021;2022.01.01;1;39
5175;63-300 Pleszew, TaczanÛw Drugi 66A/2;2093/2020;2020.09.01;2;78
5176;63-300 PLESZEW, TaczanÛw Drugi 66A/3;;2019.02.01;1;39
5177;63-300 Pleszew, TaczanÛw Drugi 66A/4;94/2026;2026.01.01;3;114
5178;63-300 PLESZEW, TaczanÛw Drugi 66A/5;232/2021;2021.03.01;2;78
5179;63-300 PLESZEW, TaczanÛw Drugi 66A/6;1268/2024;2024.08.01;4;156
5180;63-300 PLESZEW, TaczanÛw Drugi 66A/7;;2019.02.01;3;117
5181;63-300 PLESZEW, TaczanÛw Drugi 66A/8;1341/2022;2022.09.01;3;117
5182;63-300 PLESZEW, TaczanÛw Drugi 66A/9;;2019.02.01;1;39
5183;63-300 Pleszew, TaczanÛw Drugi 66A/10;;2019.02.01;2;78
5184;63-300 PLESZEW, TaczanÛw Drugi 67;1455/2023;2023.10.01;3;114
5185;63-300 PLESZEW, TaczanÛw Drugi 67b;357/2023;2023.03.01;4;156
5186;63-300 PLESZEW, TaczanÛw Drugi 69;;2019.02.01;2;78
5187;63-300 PLESZEW, TaczanÛw Drugi 70;;2019.02.01;5;195
5188;63-300 PLESZEW, TaczanÛw Drugi 71;863/2024;2024.06.01;7;273
5189;63-300 PLESZEW, TaczanÛw Drugi 72;1566/2025;2025.07.01;1;39
5190;63-300 PLESZEW, TaczanÛw Drugi 73;131/2024;2024.01.01;1;38
5191;63-300 Pleszew, TaczanÛw Drugi 74;;2019.02.01;3;117
5192;63-300 Pleszew, TaczanÛw Drugi 75;1344/2021;2021.08.01;3;117
5193;63-300 Pleszew, TaczanÛw Drugi 76;1340/2021;2021.06.01;5;195
5194;63-300 Pleszew, TaczanÛw Drugi 77;1973/2020;2020.08.01;5;190
5195;63-300 Pleszew, TaczanÛw Drugi 78;1255/2022;2022.09.01;3;117
5196;63-300 PLESZEW, TaczanÛw Drugi 79;;2019.02.01;6;234
5197;63-300 PLESZEW, TaczanÛw Drugi 79A;943/2024;2024.08.01;2;78
5198;63-300 Pleszew, TaczanÛw Drugi 80;;2019.02.01;7;273
5199;63-300 PLESZEW, TaczanÛw Drugi 81;2311/2020;2020.08.01;4;152
5200;63-300 PLESZEW, TaczanÛw Drugi 82;1505/2024;2024.06.01;3;117
5201;63-300 Pleszew, TaczanÛw Drugi 83;1542/2025;2025.07.01;4;152
5202;63-300 PLESZEW, TaczanÛw Pierwszy 1;1645/2025;2025.08.01;5;195
5203;63-300 PLESZEW, TaczanÛw Pierwszy 2;1331/2021;2021.08.01;1;38
5204;63-300 PLESZEW, TaczanÛw Pierwszy 4;310/2022;2022.02.01;4;156
5205;63-300 Pleszew, TaczanÛw Pierwszy 5;1336/2022;2022.09.01;5;190
5206;63-300 PLESZEW, TaczanÛw Pierwszy 5A;1337/2022;2022.09.01;3;117
5207;63-300 PLESZEW, TaczanÛw Pierwszy 7;1405/2024;2024.11.01;4;152
5208;63-300 PLESZEW, TaczanÛw Pierwszy 8;142/2022;2021.12.01;1;39
5209;63-300 PLESZEW, TaczanÛw Pierwszy 9A;;2019.02.01;5;195
5210;63-300 Pleszew, TaczanÛw Pierwszy 10;846/2021;2021.05.01;2;78
5211;63-300 PLESZEW, TaczanÛw Pierwszy 11;1449/2023;2023.11.01;5;190
5212;63-300 PLESZEW, TaczanÛw Pierwszy 13;2803/2020;2020.09.01;6;228
5213;63-300 PLESZEW, TaczanÛw Pierwszy 13A;2817a/2020;2020.09.01;3;114
5214;63-300 Pleszew, TaczanÛw Pierwszy 14;1749/2020;2020.08.01;3;114
5215;63-300 PLESZEW, TaczanÛw Pierwszy 16;1264/2021;2021.08.01;6;228
5216;63-300 Pleszew, TaczanÛw Pierwszy 16A;1763/2020;2020.08.01;4;152
5217;63-300 PLESZEW, TaczanÛw Pierwszy 18;;2020.01.01;6;234
5218;63-300 PLESZEW, TaczanÛw Pierwszy 18 A;;2019.02.01;4;156
5219;63-300 Pleszew, TaczanÛw Pierwszy 19;;2019.02.01;4;156
5220;63-300 Pleszew, TaczanÛw Pierwszy 20;1328/2021;2021.08.01;4;156
5221;63-300 Pleszew, TaczanÛw Pierwszy 21;;2019.02.01;3;117
5222;63-300 PLESZEW, TaczanÛw Pierwszy 22;2570/2020;2020.08.01;4;152
5223;63-300 Pleszew, TaczanÛw Pierwszy 23;;2019.02.01;1;39
5224;63-300 PLESZEW, TaczanÛw Pierwszy 24;890/2025;2025.03.01;5;190
5225;63-300 PLESZEW, TaczanÛw Pierwszy 25;404/2024;2024.03.01;4;152
5226;63-300 PLESZEW, Tomaszew, Grecka 5;;2020.01.01;2;78
5227;63-300 Pleszew, Tomaszew, LAWENDY 2;;2019.02.01;5;195
5228;63-300 PLESZEW, Tomaszew, LAWENDY 6;1249/2024;2024.10.01;2;76
5229;63-300 Pleszew, Tomaszew, LAWENDY 9;;2019.02.01;3;117
5230;63-300 PLESZEW, TOMASZEW, LAWENDY 11;;2019.02.01;2;78
5231;63-300 Pleszew, Tomaszew, LAWENDY 13;;2019.02.01;2;78
5232;63-300 PLESZEW, Tomaszew, Lawendy 15;923/2022;2022.06.01;2;78
5233;63-300 PLESZEW, Tomaszew, LAWENDY 17;158/2022;2022.01.01;1;39
5234;63-300 PLESZEW, Tomaszew, LAWENDY 37;2810/2020;2020.09.01;2;76
5235;63-300 Pleszew, Tomaszew, PODMIEJSKA 3;2501/2020;2020.08.01;2;76
5236;63-300 Pleszew, Tomaszew, PODMIEJSKA 4;;2019.02.01;4;156
5237;63-300 Pleszew, Tomaszew, PODMIEJSKA 6;1695/2023;2024.01.01;2;76
5238;63-300 PLESZEW, Tomaszew, Podmiejska 8;1696/2023;2024.01.01;3;114
5239;63-300 Pleszew, TOMASZEW, PODMIEJSKA 10;1215/2023;2023.09.01;4;156
5240;63-300 Pleszew, Tomaszew, PODMIEJSKA 12;1216/2023;2023.09.01;2;78
5241;63-300 PLESZEW, Tomaszew, PODMIEJSKA 15;979/2022;2022.07.01;4;156
5242;63-300 PLESZEW, Tomaszew, Podmiejska 17;127/2024;2024.02.01;4;156
5243;63-300 Pleszew, Tomaszew, PODMIEJSKA 19;267/2022;2022.01.01;2;78
5244;63-300 Pleszew, Tomaszew, Podmiejska 21;1451/2025;2025.06.01;1;39
5245;63-300 PLESZEW, Tomaszew, Podmiejska 22;749/2024;2024.07.01;4;156
5246;63-300 Pleszew, Tomaszew, PODMIEJSKA 25;174/2021;2021.01.01;4;156
5247;63-300 PLESZEW, Tomaszew, Podmiejska 27;1925/2025;2025.01.01;5;195
5248;63-300 Pleszew, Tomaszew, PODMIEJSKA 29;1663/2020;2020.08.01;1;38
5249;63-300 Pleszew, Tomaszew, PODMIEJSKA 31;1242/2020;2020.08.01;3;114
5250;63-300 PLESZEW, Tomaszew, Sosnowa 4;135/2023;2023.01.01;1;39
5251;63-300 PLESZEW, Tomaszew, Sosnowa 6;1242/2024;2024.10.01;4;156
5252;63-300 PLESZEW, Tomaszew, Sosnowa 8;523/2024;2024.05.01;4;156
5253;63-300 PLESZEW, Tomaszew, åwierkowa 1;1243/2024;2024.11.01;1;39
5254;63-300 PLESZEW, Tomaszew, åwierkowa 3;190/2022;2022.02.01;3;117
5255;63-300 PLESZEW, Tomaszew, åwierkowa 7;735/2021;2021.05.01;1;39
5256;63-300 PLESZEW, Tomaszew, åwierkowa 10;410/2023;2023.03.01;1;39
5257;63-300 PLESZEW, Tomaszew, åwierkowa 11;321/2023;2023.02.01;1;39
5258;63-300 PLESZEW, Tomaszew, åWIERKOWA 13;575/2022;2022.04.01;4;152
5259;63-300 PLESZEW, Tomaszew, åwierkowa 14;373/2024;2023.12.01;2;78
5260;63-300 PLESZEW, Tomaszew, åwierkowa dz.25/27;1897/2025;2025.10.01;3;117
5261;63-300 Pleszew, Tomaszew, W≥oska 1/1;2283/2025;2026.01.01;3;117
5262;63-300 PLESZEW, Tomaszew, W≥oska 1/2;995/2025;2025.04.01;2;78
5263;63-300 PLESZEW, Tomaszew, W≥oska 2/1;1857/2025;2025.10.01;4;156
5264;63-300 PLESZEW, Tomaszew, W≥oska 2/2;1626/2025;2025.07.01;3;117
5265;63-300 PLESZEW, Tomaszew, W≥oska 3/1;1493/2021;2021.09.01;3;117
5266;63-300 PLESZEW, Tomaszew, W≥oska 3/2;403/2024;2024.05.01;2;78
5267;63-300 PLESZEW, Tomaszew, W≥oska 4/1;1089/2025;2025.04.01;3;117
5268;63-300 PLESZEW, Tomaszew, W≥oska 4/2;1514/2024;2024.12.01;4;156
5269;63-300 PLESZEW, Tomaszew, W≥oska 5;850/2024;2024.07.01;4;156
5270;63-300 PLESZEW, Tomaszew, W≥oska 6;;2020.07.01;4;156
5271;63-300 PLESZEW, Turowy 1;11/2024;2024.01.01;3;117
5272;63-300 PLESZEW, Turowy 2;;2019.02.01;2;78
5273;63-300 PLESZEW, Turowy 2/2;;2019.02.01;2;78
5274;63-300 PLESZEW, Zawady 1;909/2024;2024.07.01;3;117
5275;63-300 PLESZEW, Zawady 2;506/2024;2024.05.01;3;117
5276;63-300 PLESZEW, Zawady 3;;2020.06.01;2;78
5277;63-300 PLESZEW, Zawady 4;1706/2021;2021.11.01;4;152
5278;63-300 PLESZEW, Zawady 6;;2019.08.01;6;234
5279;63-300 PLESZEW, Zawady 7;281/2024;2024.02.01;6;228
5280;63-300 PLESZEW, Zawady 8;95/2024;2023.09.01;5;195
5281;63-300 Pleszew, Zawady 9;1897/2021;2021.12.01;5;190
5282;63-300 PLESZEW, Zawady 11;1025/2023;2023.01.01;8;304
5283;63-300 PLESZEW, Zawady 13;1135/2025;2025.03.01;2;78
5284;63-300 PLESZEW, Zawady 14;1338/2022;2022.04.01;4;152
5285;63-300 Pleszew, Zawady 15;2891/2020;2020.11.01;7;266
5286;63-300 Pleszew, Zawady 17;1133/2024;2024.08.01;5;195
5287;63-300 PLESZEW, ZAWADY 20;;2019.05.01;1;39
5288;63-300 PLESZEW, Zawady 21;;2019.12.01;3;117
5289;63-300 PLESZEW, Zawady 23;;2019.02.01;2;78
5290;63-300 Pleszew, Zawidowice 1;;2019.02.01;7;273
5291;63-300 PLESZEW, Zawidowice 1(leúniczÛwka);;2019.02.01;3;117
5292;63-300 PLESZEW, Zawidowice 1B;1672/2020;2020.08.01;2;76
5293;63-300 PLESZEW, Zawidowice 1C;1939/2022;2023.01.01;6;234
5294;63-300 PLESZEW, Zawidowice 1D;3233/2020;2020.11.01;1;39
5295;63-300 PLESZEW, Zawidowice 1E;;2019.02.01;4;156
5296;63-300 PLESZEW, Zawidowice 1F;;2019.02.01;3;117
5297;63-300 PLESZEW, Zawidowice 1G;;2019.02.01;5;195
5298;63-300 PLESZEW, Zawidowice 2;;2019.02.01;5;195
5299;63-300 PLESZEW, Zawidowice 3A;1715/2022;2022.11.01;4;156
5300;63-300 PLESZEW, Zawidowice 4;649/2022;2022.04.01;6;234
5301;63-300 PLESZEW, Zawidowice 4A;2412/2020;2020.08.01;6;228
5302;63-300 PLESZEW, Zawidowice 5;962/2021;2021.04.01;1;39
5303;63-300 PLESZEW, Zawidowice 5A;;2019.02.01;4;156
5304;63-300 Pleszew, Zawidowice 6;1156/2021;2021.08.01;3;114
5305;63-300 PLESZEW, Zawidowice 6A;513/2024;2024.04.01;4;152
5306;63-300 Pleszew, Zawidowice 7;;2019.02.01;4;156
5307;63-300 PLESZEW, Zawidowice 9;1037/2023;2023.08.01;7;273
5308;63-300 PLESZEW, Zawidowice 10;2468/2020;2020.08.01;3;114
5309;63-300 PLESZEW, Zawidowice 11;593/2022;2022.04.01;4;156
5310;63-300 PLESZEW, Zawidowice 12;;2019.02.01;5;195
5311;63-300 PLESZEW, Zawidowice 13;1351/2023;2023.10.01;4;152
5312;63-300 PLESZEW, Zawidowice 13A;606/2021;2021.04.01;3;117
5313;63-300 PLESZEW, Zawidowice 13B;1628/2025;2025.08.01;5;195
5314;63-300 PLESZEW, Zawidowice 14;1237/2025;2025.05.01;4;156
5315;63-300 Pleszew, Zawidowice 15/1;1074/2021;2021.06.01;2;78
5316;63-300 Pleszew, Zawidowice 15/2;;2019.02.01;6;234
5317;63-300 PLESZEW, Zawidowice 15/3;878/2021;2021.06.01;2;78
5318;63-300 PLESZEW, Zawidowice 16/1;;2019.02.01;1;39
5319;63-300 PLESZEW, Zawidowice 16/3;2424/2025;2026.01.01;4;156
5320;63-300 Pleszew, Zawidowice 16/4;;2019.02.01;2;78
5321;63-300 Pleszew, Zawidowice 17/1;293/2024;2024.03.01;2;76
5322;63-300 Pleszew, Zawidowice 17/2;;2019.02.01;1;39
5323;63-300 PLESZEW, Zawidowice 17/3;;2020.02.01;2;78
5324;63-300 PLESZEW, Zawidowice 17/4;1383/2024;2024.11.01;1;39
5325;63-300 PLESZEW, Zawidowice 18/1;1204/2023;2023.09.01;2;78
5326;63-300 Pleszew, Zawidowice 18/2;2731/2020;2020.09.01;2;78
5327;63-300 PLESZEW, Zawidowice 18/3;1318/2025;2023.02.01;2;78
5328;63-300 Pleszew, Zawidowice 19;;2019.02.01;7;273
5329;63-300 PLESZEW, Zawidowice 20;;2019.02.01;6;234
5330;63-300 Pleszew, Zawidowice 21;1360/2023;2023.10.01;2;76
5331;63-300 Pleszew, Zawidowice 22;1700/2025;2025.09.01;7;266
5332;63-300 PLESZEW, Zawidowice 22A;;2019.02.01;5;195
5333;63-300 PLESZEW, Zawidowice 23;41/2024;2024.01.01;6;228
5334;63-300 Pleszew, Zawidowice 24;747/2024;2024.06.01;4;156
5335;63-300 Pleszew, Zawidowice 25;;2019.12.01;5;195
5336;63-300 PLESZEW, Zawidowice 26;;2019.02.01;6;234
5337;63-300 PLESZEW, Zawidowice 27;2102/2025;2025.11.01;4;156
5338;63-300 PLESZEW, Zawidowice 28;2649/2020;2020.08.01;5;190
5339;63-300 Pleszew, Zawidowice 29;1184/2024;2024.09.01;1;38
5340;63-300 PLESZEW, Zawidowice 30;;2019.02.01;2;78
5341;63-300 PLESZEW, Zawidowice 31;05/2023;2023.01.01;3;117
5342;63-300 PLESZEW, Zawidowice 32;;2019.02.01;3;117
5343;63-300 PLESZEW, Zawidowice 33;1632/2025;2025.08.01;6;228
5344;63-300 Pleszew, Zawidowice 34;1929/2020;2020.08.01;3;114
5345;63-300 PLESZEW, Zawidowice 35;639/2021;2021.02.01;7;273
5346;63-300 PLESZEW, Zawidowice 36;724/2025;2025.01.01;4;156
5347;63-300 PLESZEW, Zawidowice 37;;2019.02.01;5;195
5348;63-300 PLESZEW, Zawidowice 39;;2019.02.01;3;117
5349;63-300 PLESZEW, Zawidowice 40;;2019.02.01;2;78
5350;63-300 PLESZEW, Zawidowice 42;778/2022;2022.05.01;6;228
5351;63-300 PLESZEW, Zawidowice 43;991/2025;2025.03.01;6;234
5352;63-300 PLESZEW, Zawidowice 43A;2032/2020;2020.08.01;4;152
5353;63-300 PLESZEW, Zawidowice 44;1539/2023;2023.07.01;6;228
5354;63-300 PLESZEW, Zawidowice 44A;;2019.02.01;3;117
5355;63-300 PLESZEW, Zawidowice 45;1635/2025;2025.08.01;7;273
5356;63-300 PLESZEW, Zawidowice 46;1052/2025;2025.01.01;4;156
5357;63-300 PLESZEW, Zawidowice 47;612/2024;2024.05.01;5;190
5358;63-300 PLESZEW, Zawidowice 48;912/2024;2024.05.01;6;228
5359;63-300 Pleszew, Zawidowice 48a;2091/2020;2020.08.01;4;152
5360;63-300 PLESZEW, Zawidowice 49;1567/2025;2025.07.01;4;152
5361;63-300 Pleszew, Zawidowice 50;1532/2023;2023.08.01;7;273
5362;63-300 PLESZEW, Zawidowice 50A;1955/2025;2025.10.01;4;152
5363;63-300 PLESZEW, Zawidowice 50B;144/2021;2021.01.01;3;114
5364;63-300 PLESZEW, Zawidowice 51;1856/2020;2020.08.01;4;152
5365;63-300 PLESZEW, Zawidowice 52;1944/2022;2023.01.01;4;152
5366;63-300 PLESZEW, Zawidowice 53;1390/2024;2024.12.01;4;156
5367;63-300 PLESZEW, Zawidowice 54;485/2023;2023.02.01;4;156
5368;63-300 PLESZEW, Zawidowice 55;;2019.02.01;4;156
5369;63-300 PLESZEW, Zawidowice 56;657/2024;2024.05.01;3;117
5370;63-300 PLESZEW, Zawidowice 57;2413/2020;2020.08.01;5;190
5371;63-300 PLESZEW, Zawidowice 57A;;2019.02.01;2;78
5372;63-300 PLESZEW, Zawidowice 58;GO.6232.30.3.2025;2022.07.01;5;195
5373;63-300 PLESZEW, Zawidowice 58A;;2019.02.01;5;195
5374;63-300 PLESZEW, Zawidowice 59A;1171/2022;2022.05.01;2;78
5375;63-300 PLESZEW, Zawidowice 60;145/2022;2022.01.01;1;39
5376;63-300 PLESZEW, Zawidowice 61A;;2020.01.01;3;117
5377;63-300 Pleszew, Zawidowice 63;;2019.10.01;2;78
5378;63-300 PLESZEW, Zawidowice 64;2659/2020;2020.08.01;4;152
5379;63-300 PLESZEW, Zawidowice 65;1302/2023;2023.10.01;4;152
5380;63-300 PLESZEW, Zawidowice 66;1943/2025;2025.09.01;5;190
5381;63-300 PLESZEW, Zawidowice, Promienna 1;2597/2020;2020.09.01;3;117
5382;63-300 PLESZEW, Zawidowice, Promienna 2/dz.26/19;2279/2025;2026.01.01;2;78
5383;63-300 PLESZEW, Zawidowice, Promienna 3;715/2024;2024.07.01;4;156
5384;63-300 PLESZEW, Zawidowice, Promienna 5;1475/2024;2024.12.01;4;156
5385;63-300 PLESZEW, Zawidowice, Promienna 17;1483/2025;2025.07.01;4;156
5386;63-300 PLESZEW, Zawidowice, Promienna 18;991/2023;2023.07.01;3;117
5387;63-300 PLESZEW, Zielona £πka, D≥uga 1;1822/2025;2025.10.01;1;38
5388;63-300 PLESZEW, Zielona £πka, D≥uga 3;843/2024;2024.07.01;4;156
5389;63-300 PLESZEW, Zielona £πka, D≥uga 5;;2019.02.01;2;78
5390;63-300 PLESZEW, Zielona £πka, D≥uga 7;457/2022;2022.04.01;3;117
5391;63-300 PLESZEW, Zielona £πka, D≥uga 8;;2019.02.01;2;78
5392;63-300 PLESZEW, Zielona £πka, D≥uga 14;3386/2020;2020.10.01;1;39
5393;63-300 PLESZEW, Zielona £πka, D≥uga 16;1311/2021;2021.06.01;4;152
5394;63-300 PLESZEW, Zielona £πka, D≥uga 17;;2019.02.01;2;78
5395;63-300 Pleszew, Zielona £πka, D≥uga 18;518/2025;2025.01.01;6;234
5396;63-300 PLESZEW, Zielona £πka, D≥uga 20;;2019.02.01;1;39
5397;63-300 PLESZEW, Zielona £πka, D≥uga 22;1078/2024;2024.09.01;4;156
5398;63-300 PLESZEW, Zielona £πka, D≥uga 23;2028/2025;2025.10.01;3;117
5399;63-300 Pleszew, Zielona £πka, D≥uga 24;743/2023;2023.05.01;3;114
5400;63-300 PLESZEW, Zielona £πka, D≥uga 25;;2019.02.01;5;195
5401;63-300 Pleszew, Zielona £πka, D≥uga 26;3424/2020;2020.11.01;2;76
